,floor,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,hasParkingSpace,IncludedInPrice,price_amount,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,district_Buenavista-Ería-Montecerrao,district_Carbayin-Lieres-Valdesoto,district_Celorio-Poó-Parres,district_Centro,district_Centro-Casco Histórico,district_Ciudad Naranco-Vallobín-La Florida,district_Corredoria-Huca-Teatinos,district_Cué-San Roque-Andrín,district_El Berrón-La Carrera,district_El Carbayedo - El Quirinal,district_El Llano,district_El Pozón - Villalegre - La Luz,district_Este,district_Figaredo - Turón,district_Fozaneldi-Tenderina-Ventanielles,district_Jardín de Cantos - El Nodo,district_La Felguera,district_La Fresneda,district_La Manjoya-Parroquias Sur,district_La Pola Siero,district_La Villa - Bazuelo,district_Llanes,district_Luanco - Aramar - Antromero,district_Lugones,district_Oeste,district_Parroquias Norte,district_Parroquias Norte-Naranco,district_Parroquias suroccidentales,district_Parroquias surorientales,district_Periurbano,district_Piedras Blancas,district_Pillarno,district_Posada-Barro,district_Pría-Nueva-Hontoria-Naves,district_Quintes - Arroes,district_Requejo - Rozaes - Oñón,district_San Claudio-Trubia-Las Caldas,district_San Lazaro-Otero-Villafría,district_San Pedro - Siana,district_Selorio - Tornón,district_Somió - Cabueñes,district_Sur,district_Tazones - Argüero,district_Vidiago-Pendueles-Tresgrandas,district_Viella-Granda-Meres
4437,1.4255309202409006,-0.49496536633949856,0,-0.7795878597552803,-0.13339117697415515,-0.5505475947604191,-0.38755727183044714,1,1,1,240000.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2714,5.386431769685693,-0.2954334980681145,1,-0.2445179713496239,-0.13339117697415515,1.0181608287016224,0.058156885537408644,1,1,1,405000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2674,-0.7749695516728732,0.014949408131816269,1,0.29055191705603256,-0.13339117697415515,1.131195884670219,0.11907668346165294,0,0,0,130000.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,-0.7749695516728732,-0.6889546827144553,0,-1.314657748160937,-0.7650583906877475,-0.1033341459290614,1.3117629795049879,0,0,0,40000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2955,0.5453307314753911,-0.22892287531098648,1,0.29055191705603256,0.4982760367394372,-0.03394749929080722,2.6118448612236413,1,1,1,790000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2972,-0.7749695516728732,0.6523428762209598,0,0.29055191705603256,-0.13339117697415515,-0.2922431138147347,-0.144078055677965,0,1,1,999000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4612,-0.7749695516728732,0.8186194331137798,0,0.8256218054616891,1.1299432504530296,1.3461957764195729,-0.6275886807409349,0,1,1,870000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3809,0.10523063709263637,-0.21229521962170447,1,-0.2445179713496239,0.4982760367394372,0.9848969696071428,0.16381998553498298,1,1,1,415000.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2300,-0.3348694572901184,-0.4838802625466439,1,-0.2445179713496239,-0.13339117697415515,-0.37395802737756906,0.02230159734440336,1,0,0,99000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3272,1.4255309202409006,-0.633529163750182,1,-0.7795878597552803,-0.13339117697415515,-0.6701674466475142,-0.36631899717676825,1,1,1,229000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4184,-0.7749695516728732,0.9294704710423266,0,0.29055191705603256,1.1299432504530296,-0.7139902289397989,1.5521117882919606,0,1,1,560000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2408,1.4255309202409006,-0.03493355893602974,1,0.29055191705603256,-0.13339117697415515,-0.6003621078690288,-0.39944028729206427,1,1,1,550000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2645,-0.3348694572901184,-0.06818887031459375,1,0.29055191705603256,-0.13339117697415515,1.167817162150457,0.12588320802322608,1,0,0,480000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1632,0.10523063709263637,-0.2954334980681145,1,-0.2445179713496239,-0.13339117697415515,-0.5957013254796869,-0.35408452605792634,1,1,1,159000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3258,0.5453307314753911,-0.6390717156466093,0,-0.7795878597552803,-0.7650583906877475,-0.5290484922276525,-0.37291955237643165,1,0,0,130000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3739,-0.7749695516728732,-0.4561675030645072,0,-0.7795878597552803,0.4982760367394372,-0.1249475267871692,2.472736260078139,0,0,0,199000.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2601,0.10523063709263637,-0.5115930220287805,1,-0.2445179713496239,-0.7650583906877475,-0.595009744579779,-0.3708102735405967,1,0,0,265000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2430,-0.7749695516728732,5.1030120490521105,0,3.5009712474899715,6.183280960161769,-0.6241674652259571,-0.24521255417602297,0,1,1,738000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1018,-0.3348694572901184,-0.5725610928894812,0,-0.2445179713496239,-0.7650583906877475,1.2854243362904765,-0.5954906987252772,1,1,0,120000.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,-0.7749695516728732,2.6753743184169374,0,2.4308314706786587,3.656612105307399,-2.6343616290409515,-0.32914806606226366,0,1,1,950000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3680,0.5453307314753911,-0.3785717765145245,1,-0.7795878597552803,0.4982760367394372,0.8589317151900355,0.10345788507611509,1,1,1,244900.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3228,-0.3348694572901184,-0.5226781258216352,1,-0.2445179713496239,-0.7650583906877475,1.1414779784765332,0.033845417229862104,1,0,0,159500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,-0.7749695516728732,0.192311068817491,0,4.036041135895628,0.4982760367394372,1.4288456049026155,-3.36365843970307,0,1,1,570000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1675,3.1859312977719196,-0.5725610928894812,0,-0.7795878597552803,-0.13339117697415515,-0.5764473979765621,-0.3713464477525463,1,1,0,240000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4672,-0.7749695516728732,0.7243960508745152,0,0.29055191705603256,-0.13339117697415515,1.2430802761217064,-1.233804190929401,0,1,1,369900.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
